subjectid,gender,height,height_selfreport,weight,weight_selfreport,age,race
10423,Male,174.3,175.26,88.1,87.56805807622504,26,1
10427,Male,174.4,177.8,57.5,61.25226860254083,25,1
10447,Male,167.9,170.18,87.6,85.2994555353902,44,3
10451,Male,183.6,185.42000000000002,85,79.4010889292196,19,1
10460,Male,173,172.72,86.5,86.20689655172413,24,3
10467,Male,176.2,177.8,95.8,97.54990925589836,33,1
10471,Male,166.9,167.64000000000001,66.7,65.78947368421052,21,4
10473,Male,174,175.26,70.6,70.32667876588022,29,1
10482,Male,170.9,175.26,84.7,83.93829401088928,31,1
10495,Male,187.9,190.5,101.3,100.72595281306714,39,1
10497,Male,167.4,167.64000000000001,85.6,86.20689655172413,40,1
10510,Male,177.9,180.34,109.5,108.89292196007258,39,1
10515,Male,184.4,185.42000000000002,83.4,83.93829401088928,35,1
10517,Male,163.7,165.1,72.7,73.04900181488203,35,1
10523,Male,175.4,177.8,98.6,97.54990925589836,24,1
10524,Male,170.4,170.18,77.3,78.49364791288565,31,1
10525,Male,184,182.88,140,140.65335753176043,33,1
10529,Male,178.3,180.34,67.4,66.69691470054445,26,2
10533,Male,174.8,177.8,88.4,86.20689655172413,28,1
10534,Male,170.3,172.72,98.8,99.8185117967332,40,5
10553,Male,185.2,190.5,95.2,97.54990925589836,35,1
10557,Male,160.9,162.56,56.6,57.16878402903811,26,4
10558,Male,170.9,175.26,71.7,72.59528130671505,33,1
10564,Male,183.5,185.42000000000002,71.7,72.59528130671505,27,1
10577,Male,167.9,172.72,80.2,78.94736842105263,43,1
10579,Male,174.2,175.26,98.8,99.8185117967332,28,1
10581,Male,169.8,170.18,66.2,66.24319419237749,32,3
10582,Male,167.1,167.64000000000001,80.7,81.66969147005445,28,3
10586,Male,185,187.96,105.3,106.62431941923774,26,1
10587,Male,175.4,177.8,68.3,68.05807622504537,27,1
10597,Male,161.9,162.56,74.9,71.68784029038112,39,2
10599,Male,177.2,175.26,73.8,74.8638838475499,26,1
10601,Male,170.5,172.72,60.4,63.52087114337567,28,2
10614,Male,161.9,162.56,77.4,74.41016333938293,39,3
10615,Male,172.6,175.26,76.8,74.8638838475499,22,1
10616,Male,184,185.42000000000002,102.2,102.99455535390199,26,1
10621,Male,174.3,175.26,96.3,93.01270417422867,45,1
10622,Male,167.4,167.64000000000001,92.3,93.01270417422867,39,3
10624,Male,175,175.26,98.8,97.09618874773139,40,2
10631,Male,181.9,185.42000000000002,88.7,88.47549909255898,23,2
10632,Male,179.9,182.88,98.7,98.00362976406532,19,2
10638,Male,175,180.34,85.2,86.20689655172413,21,1
10639,Male,172.3,177.8,74.8,73.95644283121597,27,1
10646,Male,180.9,182.88,92,90.74410163339383,41,1
10648,Male,179.1,180.34,74.4,77.13248638838475,33,1
10652,Male,172.3,172.72,82.3,79.4010889292196,35,3
10662,Male,157.8,157.48,62.7,62.61343012704174,21,1
10667,Male,171.8,172.72,77.8,76.67876588021778,24,1
10670,Male,179.9,182.88,88.2,88.47549909255898,34,1
10672,Male,174,177.8,59,64.88203266787659,19,1
10674,Male,170.2,170.18,73,72.59528130671505,24,1
10677,Male,173.7,172.72,86.4,86.20689655172413,29,1
10679,Male,173,172.72,86.6,86.20689655172413,24,1
10680,Male,178.5,182.88,73.7,75.31760435571687,23,1
10687,Male,181.7,185.42000000000002,65.4,68.05807622504537,19,1
10689,Male,184.3,190.5,69.6,74.8638838475499,21,1
10692,Male,179.1,182.88,77.5,77.13248638838475,21,1
10694,Male,165.7,167.64000000000001,72.7,71.68784029038112,22,1
10695,Male,170.1,170.18,79.7,78.94736842105263,26,1
10696,Male,178.6,187.96,74.4,74.8638838475499,20,1
10701,Male,175.5,180.34,96.8,97.54990925589836,27,1
10704,Male,179.1,182.88,86.6,86.20689655172413,44,1
10705,Male,175.9,175.26,74.2,72.59528130671505,19,1
10707,Male,179,180.34,92,95.28130671506351,29,1
10710,Male,178.2,182.88,81.4,81.66969147005445,22,1
10712,Male,183.9,185.42000000000002,64.6,65.33575317604355,28,1
10713,Male,188,190.5,95.4,97.54990925589836,31,1
10716,Male,173.8,175.26,85.3,86.20689655172413,28,1
10720,Male,173.4,175.26,90,89.38294010889291,31,1
10721,Male,181.9,185.42000000000002,83.5,83.03085299455535,34,2
10735,Male,168.3,170.18,85.1,83.93829401088928,30,1
10736,Male,181.5,185.42000000000002,89.7,97.54990925589836,31,3
10737,Male,181.5,182.88,87.2,81.66969147005445,42,4
10740,Male,167.3,170.18,82.2,84.84573502722323,40,1
10746,Male,183.1,185.42000000000002,111.2,113.43012704174228,28,1
10747,Male,179.5,180.34,98.7,99.36479128856624,48,1
10748,Male,184.5,185.42000000000002,110.5,102.08711433756805,29,1
10749,Male,168.7,170.18,78.2,78.94736842105263,32,1
10756,Male,175.6,177.8,86.9,86.20689655172413,30,1
10761,Male,184.6,187.96,141.3,142.92196007259528,28,3
10762,Male,165.7,167.64000000000001,78.9,77.13248638838475,21,3
10770,Male,163.2,165.1,69,67.15063520871144,20,4
10777,Male,173.5,175.26,79.2,77.13248638838475,29,1
10779,Male,172.6,172.72,69.9,70.32667876588022,34,3
10781,Male,187.7,190.5,121.2,113.43012704174228,46,1
10783,Male,188.7,190.5,87.8,90.74410163339383,38,1
10788,Male,176.5,177.8,70.6,72.59528130671505,39,1
10790,Male,179.3,180.34,82.2,83.03085299455535,26,2
10794,Male,184.9,185.42000000000002,99.2,100.72595281306714,24,2
10801,Male,181.1,182.88,76,78.49364791288565,41,1
10803,Male,173.9,175.26,98.8,98.91107078039927,38,1
10808,Male,166.8,167.64000000000001,75.9,76.22504537205081,24,1
10812,Male,178.8,182.88,89.8,91.19782214156079,19,1
10814,Male,174.6,175.26,78.2,78.94736842105263,31,2
10816,Male,175,175.26,83.1,83.93829401088928,36,1
10817,Male,181,182.88,99.6,99.8185117967332,24,1
10818,Male,171,170.18,74.2,73.502722323049,33,4
10821,Male,184.7,187.96,96.8,95.28130671506351,31,1
10823,Male,181.1,182.88,91.6,95.28130671506351,27,1
10825,Male,178,180.34,108,104.3557168784029,40,2
10826,Male,174,175.26,78.8,80.7622504537205,33,1
10827,Male,179.7,180.34,94.9,93.01270417422867,31,1
10829,Male,175.5,177.8,90.6,90.74410163339383,23,1
10832,Male,184.2,190.5,106.9,104.3557168784029,29,1
10833,Male,165.6,167.64000000000001,87.4,88.92921960072594,24,3
10838,Male,177.6,180.34,87.9,86.6606170598911,26,1
10840,Male,185.9,190.5,115.4,117.513611615245,32,1
10843,Male,168.5,172.72,79,79.4010889292196,22,1
10845,Male,177.5,180.34,88.7,88.47549909255898,21,1
10846,Male,182.5,187.96,86.6,87.56805807622504,26,2
10848,Male,193.1,193.04,80.6,80.7622504537205,21,1
10851,Male,178.9,182.88,96.6,95.28130671506351,26,1
10852,Male,181.9,182.88,109.9,107.07803992740472,36,2
10853,Male,178.2,182.88,77.1,77.13248638838475,34,1
10855,Male,172.1,175.26,95.1,93.01270417422867,23,1
10859,Male,191,193.04,111.8,108.89292196007258,33,2
10863,Male,180.4,182.88,89.5,88.92921960072594,30,1
10869,Male,178.2,177.8,106,107.98548094373865,33,1
10870,Male,177.7,177.8,95.1,97.09618874773139,22,3
10890,Male,166.5,167.64000000000001,72.1,68.05807622504537,42,3
10894,Male,180.3,180.34,87.2,88.02177858439201,38,1
10899,Male,187.9,187.96,97.8,98.45735027223229,32,2
10900,Male,173.3,175.26,97.4,97.54990925589836,30,1
10908,Male,183.5,185.42000000000002,95.8,97.54990925589836,38,1
10914,Male,179.2,180.34,112.3,112.52268602540833,25,6
10922,Male,172.1,172.72,90,88.47549909255898,39,1
10923,Male,171.1,172.72,94.8,95.28130671506351,27,3
10933,Male,180.9,182.88,95,95.28130671506351,32,1
10944,Male,166.4,165.1,73.9,72.14156079854808,19,3
10968,Male,180.7,182.88,103.6,103.44827586206895,40,1
10971,Male,170.5,172.72,77.7,76.67876588021778,26,1
10977,Male,195.5,195.58,108,108.89292196007258,33,1
10981,Male,173,175.26,84,81.66969147005445,30,3
10994,Male,177.4,180.34,96.4,95.28130671506351,41,1
11011,Male,172.4,172.72,70.7,72.59528130671505,32,1
11022,Male,170.5,175.26,70.5,74.8638838475499,31,2
11028,Male,183.8,185.42000000000002,85.1,83.93829401088928,36,1
11031,Male,170.6,170.18,86.5,86.20689655172413,25,4
11037,Male,180.9,182.88,97.2,97.54990925589836,43,1
11051,Male,177.3,180.34,82.2,83.93829401088928,37,1
11064,Male,173.4,175.26,84.2,81.66969147005445,31,1
11067,Male,174.8,172.72,72.3,74.8638838475499,38,1
11082,Male,165.1,167.64000000000001,89.6,90.74410163339383,32,3
11093,Male,172.4,175.26,75.5,74.8638838475499,20,3
11095,Male,186,190.5,73.2,72.59528130671505,23,1
11098,Male,171.5,172.72,70.1,72.59528130671505,19,1
11101,Male,175.7,177.8,78.3,75.77132486388385,28,1
11103,Male,191.6,195.58,116.4,113.43012704174228,26,1
11112,Male,184.7,187.96,79.9,83.93829401088928,27,2
11124,Male,185.5,190.5,90.8,90.74410163339383,30,2
11125,Male,171.8,172.72,67.7,67.15063520871144,25,1
11132,Male,164.1,165.1,85.8,85.2994555353902,38,1
11134,Male,183.3,187.96,85.2,83.93829401088928,25,1
11139,Male,178.4,180.34,103.3,99.8185117967332,30,1
11142,Male,177,177.8,103.4,103.44827586206895,24,2
11146,Male,170.2,172.72,72.5,73.04900181488203,26,1
11147,Male,180,180.34,71.1,70.78039927404718,29,1
11150,Male,171.5,172.72,67.8,68.9655172413793,31,1
11158,Male,184.2,185.42000000000002,78.2,79.4010889292196,24,1
11159,Male,171,172.72,90.9,90.74410163339383,43,6
11161,Male,175.3,180.34,84,84.84573502722323,33,2
11170,Male,193.5,195.58,108.6,99.8185117967332,24,1
11172,Male,173.8,175.26,75.8,77.13248638838475,39,1
11174,Male,177,177.8,83.3,83.03085299455535,21,1
11180,Male,172,175.26,87,84.84573502722323,23,2
11182,Male,167.3,172.72,72.8,70.78039927404718,24,4
11183,Male,171.5,172.72,110.9,104.3557168784029,50,1
11184,Male,182.2,182.88,94.5,94.37386569872957,33,1
11190,Male,191.3,193.04,114.1,108.89292196007258,22,1
11191,Male,175.6,177.8,90.7,88.92921960072594,21,1
11192,Male,173.5,172.72,84.6,83.93829401088928,27,1
11193,Male,172.6,175.26,81.8,83.48457350272231,21,2
11194,Male,171.6,175.26,86.9,86.20689655172413,23,3
11195,Male,171.7,172.72,68.2,69.41923774954627,37,1
11196,Male,171.8,172.72,68,68.05807622504537,32,2
11197,Male,174.7,177.8,94.7,93.92014519056261,28,3
11198,Male,156.7,157.48,47.4,49.9092558983666,23,2
11199,Male,189.4,190.5,115.8,115.69872958257713,42,1
11203,Male,173.8,177.8,72.9,74.8638838475499,22,1
11204,Male,186.2,182.88,107.8,109.80036297640652,35,2
11214,Male,165.4,167.64000000000001,54,54.90018148820326,31,1
11215,Male,163.7,162.56,85.4,84.39201451905626,34,1
11216,Male,173.8,175.26,87.1,88.47549909255898,25,3
11217,Male,181.3,185.42000000000002,107.1,106.62431941923774,37,2
11219,Male,173.8,175.26,79.1,79.4010889292196,32,2
11222,Male,181.5,182.88,109.6,108.89292196007258,27,1
11223,Male,173.6,175.26,115,115.24500907441015,31,1
11226,Male,168.9,170.18,86.6,88.47549909255898,23,1
11228,Male,174,177.8,75.6,77.13248638838475,26,1
11231,Male,178.2,180.34,83.4,83.48457350272231,34,1
11232,Male,178.4,177.8,81.2,81.66969147005445,39,1
11233,Male,164.7,165.1,84.5,83.93829401088928,23,1
11234,Male,174,175.26,94.1,95.28130671506351,25,1
11235,Male,166.4,167.64000000000001,64.4,65.78947368421052,25,3
11236,Male,180.5,182.88,112.4,114.33756805807622,35,2
11240,Male,174.5,175.26,90.7,89.83666061705988,23,2
11241,Male,160.5,162.56,71.8,70.32667876588022,23,2
11242,Male,183,220.98,97.1,97.54990925589836,26,1
11244,Male,181,182.88,81.3,84.84573502722323,31,1
11245,Male,173.1,175.26,75.5,77.58620689655172,35,1
11249,Male,184.5,187.96,79.7,81.66969147005445,27,3
11251,Male,177.5,180.34,64.8,65.78947368421052,33,3
11253,Male,179.5,180.34,107.9,106.62431941923774,28,1
11256,Male,166.4,167.64000000000001,87.4,88.47549909255898,22,2
11257,Male,175.2,177.8,98.2,96.18874773139746,23,1
11258,Male,181.4,182.88,89.3,88.47549909255898,45,1
11265,Male,183.6,187.96,108.7,108.43920145190562,39,1
11277,Male,162.8,165.1,77.5,80.7622504537205,29,1
11278,Male,164,167.64000000000001,80.1,81.66969147005445,39,4
11283,Male,172.8,175.26,87.4,88.47549909255898,23,1
11290,Male,160.6,162.56,56.8,58.98366606170598,30,6
11292,Male,186.1,185.42000000000002,117.4,115.69872958257713,25,1
11296,Male,176.1,177.8,86.3,84.84573502722323,50,3
11299,Male,175.4,180.34,97,93.01270417422867,40,2
11302,Male,174.1,175.26,77.9,79.4010889292196,25,1
11305,Male,165.7,170.18,55.6,54.90018148820326,27,1
11314,Male,166,170.18,53.3,53.53901996370236,27,4
11317,Male,167.8,167.64000000000001,93.3,90.74410163339383,28,1
11322,Male,173.5,172.72,86.6,85.75317604355716,42,2
11324,Male,175,177.8,109.6,104.3557168784029,43,3
11326,Male,170.1,172.72,67.6,68.05807622504537,25,3
11334,Male,174.2,175.26,71.8,73.502722323049,23,2
11341,Male,181.8,182.88,91.6,90.74410163339383,22,1
11342,Male,178.5,182.88,87.1,90.74410163339383,30,1
11343,Male,166.6,167.64000000000001,70.1,71.68784029038112,34,2
11344,Male,178.1,177.8,111.5,111.16152450090743,28,1
11345,Male,180.2,180.34,108.4,104.3557168784029,25,1
11346,Male,166.9,167.64000000000001,63.7,63.52087114337567,23,1
11347,Male,183.7,185.42000000000002,96.4,97.54990925589836,25,1
11348,Male,188.1,190.5,105.4,102.54083484573502,24,1
11351,Male,178.2,182.88,88.7,86.20689655172413,26,1
11353,Male,190,190.5,114.5,115.69872958257713,51,1
11354,Male,175.5,175.26,89,93.01270417422867,26,1
11356,Male,173,177.8,68.8,65.78947368421052,23,1
11357,Male,162.4,165.1,71,71.23411978221415,44,3
11359,Male,175.5,177.8,102.1,101.1796733212341,30,1
11360,Male,170.3,160.02,78.4,79.4010889292196,53,1
11361,Male,176.2,177.8,110.5,111.16152450090743,29,1
11367,Male,172,175.26,81.9,83.93829401088928,34,4
11369,Male,171.1,172.72,87.1,86.6606170598911,34,3
11373,Male,192.7,195.58,86.9,81.66969147005445,19,2
11374,Male,178.4,177.8,77.5,78.94736842105263,31,1
11375,Male,183.5,185.42000000000002,109.8,107.98548094373865,26,1
11376,Male,182.3,182.88,96.5,97.54990925589836,31,3
11378,Male,164,167.64000000000001,67.4,78.03992740471868,28,1
11379,Male,170.4,172.72,102.6,99.8185117967332,31,3
11380,Male,173,177.8,60.1,63.52087114337567,22,1
11384,Male,165.6,167.64000000000001,67.6,65.78947368421052,26,1
11386,Male,166.8,167.64000000000001,86.7,90.74410163339383,28,2
11411,Male,163.5,165.1,82.6,81.66969147005445,32,1
11412,Male,186.1,190.5,86.2,87.11433756805808,28,2
11417,Male,166.7,167.64000000000001,82.1,83.93829401088928,25,3
11418,Male,176,180.34,67.5,70.32667876588022,21,1
11421,Male,175.2,175.26,86,83.93829401088928,24,1
11422,Male,188.6,187.96,95.4,93.46642468239564,25,1
11423,Male,172.9,175.26,97,96.18874773139746,35,1
11427,Male,179,180.34,89.5,86.20689655172413,25,1
11431,Male,174.5,175.26,101.6,106.62431941923774,22,1
11432,Male,167.7,170.18,75.8,73.95644283121597,25,1
11439,Male,172.5,172.72,71.5,72.59528130671505,24,2
11440,Male,174.8,180.34,88.4,87.11433756805808,29,1
11441,Male,161,162.56,45.9,46.73321234119782,29,1
11445,Male,170.5,167.64000000000001,75.6,79.4010889292196,40,1
11447,Male,183.3,182.88,99.5,98.91107078039927,27,1
11450,Male,182,182.88,113.8,113.43012704174228,36,1
11451,Male,177.6,180.34,84,82.12341197822141,24,1
11452,Male,179.1,180.34,111.4,112.52268602540833,24,2
11453,Male,197,198.12,90.2,91.19782214156079,33,1
11459,Male,181.4,180.34,92.4,94.82758620689654,30,2
11461,Male,178.2,180.34,86,85.75317604355716,30,1
11462,Male,171.7,175.26,84.2,85.2994555353902,36,2
11466,Male,186,187.96,93.9,94.37386569872957,29,1
11468,Male,176.3,180.34,92.1,92.10526315789473,22,4
11474,Male,162.4,165.1,72.4,74.41016333938293,22,2
11488,Male,172.3,172.72,88.6,84.84573502722323,24,4
11499,Male,167.4,170.18,75.3,73.95644283121597,30,4
11501,Male,174.4,180.34,85.7,83.93829401088928,30,2
11505,Male,174.8,175.26,98,97.54990925589836,36,2
11542,Male,180.5,182.88,74.4,74.8638838475499,42,4
11545,Male,177.5,180.34,68,65.78947368421052,21,1
11549,Male,173,175.26,67.7,68.05807622504537,42,6
11551,Male,174,175.26,73.5,73.95644283121597,20,1
11556,Male,175.2,180.34,64.9,67.6043557168784,32,2
11561,Male,167.3,167.64000000000001,76.6,80.7622504537205,32,1
11563,Male,185,187.96,86,86.20689655172413,38,2
11572,Male,180.2,182.88,80.9,79.4010889292196,20,2
11577,Male,172.7,172.72,80.1,81.21597096188746,21,1
11607,Male,171.7,175.26,77.3,76.67876588021778,22,2
11610,Male,167.2,170.18,88,85.2994555353902,19,2
11646,Male,185,185.42000000000002,90.5,90.74410163339383,20,2
11647,Male,195.8,198.12,86.6,82.57713248638838,20,1
11653,Male,170.8,175.26,84.5,84.84573502722323,22,1
11683,Male,192.3,193.04,120.3,115.69872958257713,38,1
11685,Male,168.4,167.64000000000001,76.9,84.39201451905626,24,3
11690,Male,176.2,177.8,99.5,95.28130671506351,25,1
11697,Male,186.9,187.96,105.4,104.3557168784029,31,1
11698,Male,176.8,177.8,87.2,86.6606170598911,42,1
11705,Male,166.8,167.64000000000001,75,75.77132486388385,35,3
11708,Male,165.8,167.64000000000001,86.5,81.66969147005445,27,3
11717,Male,182.3,182.88,96.2,97.54990925589836,22,3
11720,Male,185.6,190.5,72.7,74.8638838475499,25,1
11721,Male,179.2,185.42000000000002,78.5,80.30852994555353,25,1
11722,Male,170.9,172.72,75.2,72.59528130671505,21,1
11729,Male,177.5,177.8,74.4,72.59528130671505,46,2
11736,Male,171.2,170.18,81.8,74.8638838475499,29,1
11738,Male,176.9,177.8,87.3,85.75317604355716,39,3
11751,Male,165.1,167.64000000000001,69.7,69.87295825771324,33,8
11753,Male,177,177.8,82.4,81.66969147005445,25,1
11754,Male,192.8,195.58,99.9,99.36479128856624,35,1
11755,Male,175.1,180.34,86.7,87.56805807622504,32,3
11758,Male,159.7,162.56,72.5,72.59528130671505,48,1
11759,Male,182,185.42000000000002,72.8,73.502722323049,22,1
11761,Male,182.1,182.88,71.5,72.14156079854808,23,1
11819,Male,181.3,182.88,127.4,128.40290381125226,23,1
11836,Male,182.6,185.42000000000002,96.1,95.28130671506351,20,1
11837,Male,167.5,167.64000000000001,101.8,102.08711433756805,34,1
11839,Male,172.2,175.26,86.9,81.66969147005445,24,3
11842,Male,171.8,172.72,84,83.03085299455535,31,3
11848,Male,172.6,175.26,83.4,85.2994555353902,31,2
11855,Male,176.7,180.34,73.3,76.22504537205081,38,5
11857,Male,170.1,172.72,73.5,73.04900181488203,28,1
11862,Male,174.4,177.8,76.6,72.59528130671505,19,1
11863,Male,168,170.18,85.8,86.20689655172413,23,2
11866,Male,158.1,160.02,56,54.44646098003629,19,1
11871,Male,173.1,172.72,75.4,74.8638838475499,47,3
11872,Male,182.5,185.42000000000002,94.1,93.92014519056261,31,1
11875,Male,163.5,165.1,92,93.01270417422867,39,1
11876,Male,173.6,172.72,90.5,92.10526315789473,35,1
11877,Male,169.2,167.64000000000001,102.1,97.54990925589836,34,3
11878,Male,166.5,167.64000000000001,65,68.05807622504537,24,1
11880,Male,185.6,187.96,97.7,97.54990925589836,31,1
11881,Male,187.4,190.5,113,108.89292196007258,23,1
11884,Male,167.2,167.64000000000001,89.4,90.74410163339383,28,1
11885,Male,180.7,182.88,76.3,77.13248638838475,20,1
11886,Male,189.2,190.5,124.1,124.77313974591651,24,1
11887,Male,179.5,180.34,87.6,88.47549909255898,21,1
11890,Male,179.8,187.96,68.9,69.41923774954627,19,2
11892,Male,172.1,175.26,73.6,73.95644283121597,21,1
11895,Male,168.7,170.18,75.9,79.4010889292196,21,1
11896,Male,174.5,175.26,70.2,71.23411978221415,20,1
11897,Male,183.6,185.42000000000002,101.8,99.8185117967332,51,1
11905,Male,175.1,177.8,88.7,83.93829401088928,34,1
11909,Male,185.6,187.96,126.6,117.96733212341196,39,2
11930,Male,170.2,175.26,84.2,83.93829401088928,31,3
11935,Male,171.7,172.72,69.9,70.32667876588022,23,1
11944,Male,175.9,180.34,71.3,74.8638838475499,20,1
11948,Male,178.9,180.34,109.9,108.43920145190562,29,1
11953,Male,183.8,190.5,104.2,102.08711433756805,29,5
11967,Male,163.9,167.64000000000001,63.3,65.78947368421052,20,4
11969,Male,167.4,167.64000000000001,92.1,93.46642468239564,44,2
11977,Male,174.5,177.8,95.5,95.73502722323049,38,1
11979,Male,166.2,170.18,70.9,70.32667876588022,21,1
11980,Male,167.4,167.64000000000001,77.3,79.4010889292196,19,1
11983,Male,168.8,170.18,78.1,76.67876588021778,25,1
12004,Male,174.4,175.26,101.7,102.08711433756805,31,1
12016,Male,177.3,177.8,102.8,102.08711433756805,28,2
12019,Male,183.5,182.88,91,93.46642468239564,25,2
12021,Male,173.6,170.18,78.7,74.8638838475499,36,2
12023,Male,166.8,167.64000000000001,78.1,78.03992740471868,32,1
12044,Male,179.1,182.88,93.1,90.74410163339383,28,1
12047,Male,181.6,198.12,79.3,80.7622504537205,33,1
12048,Male,178.1,182.88,81.2,81.66969147005445,29,1
12057,Male,175.9,177.8,62.1,63.52087114337567,22,1
12058,Male,167.3,170.18,75.8,75.77132486388385,26,1
12059,Male,173.4,175.26,74.5,79.4010889292196,21,1
12060,Male,164,165.1,81.9,81.66969147005445,28,3
12062,Male,166.3,167.64000000000001,71.4,72.59528130671505,28,1
12064,Male,164.6,165.1,86.5,85.2994555353902,40,2
12065,Male,181,185.42000000000002,109.1,112.52268602540833,19,1
12102,Male,170.1,175.26,78,74.8638838475499,19,1
12103,Male,185,187.96,94.2,90.74410163339383,20,1
12123,Male,176.4,175.26,83.2,81.66969147005445,30,1
12128,Male,186.3,190.5,83.8,83.93829401088928,26,1
12129,Male,176.4,177.8,98.7,97.54990925589836,19,1
12134,Male,181.1,185.42000000000002,95.8,96.64246823956442,42,1
12142,Male,179.5,180.34,96.2,92.10526315789473,20,1
12149,Male,158.3,160.02,54.5,58.98366606170598,21,3
12156,Male,176.8,182.88,77.7,79.4010889292196,19,1
12157,Male,188.6,193.04,81.9,83.93829401088928,20,1
12162,Male,168.1,167.64000000000001,88.5,83.93829401088928,42,3
12163,Male,169.8,170.18,79.1,78.03992740471868,42,1
12164,Male,170.8,170.18,86.8,86.20689655172413,35,3
12169,Male,164.2,167.64000000000001,85.4,85.75317604355716,45,3
12172,Male,178.9,180.34,100.8,102.08711433756805,28,1
12174,Male,166.4,167.64000000000001,80.7,80.30852994555353,46,1
12175,Male,188,190.5,102.1,104.3557168784029,27,5
12178,Male,174,172.72,92.2,93.92014519056261,33,3
12180,Male,171,170.18,65.6,66.69691470054445,42,3
12181,Male,173.8,175.26,86.4,83.93829401088928,22,1
12184,Male,177.7,177.8,81.2,81.66969147005445,28,1
12185,Male,161.3,162.56,70.9,71.68784029038112,43,6
12190,Male,164.9,170.18,87,86.20689655172413,29,1
12191,Male,178.6,182.88,78,80.7622504537205,24,2
12199,Male,173,172.72,73.4,74.8638838475499,33,1
12206,Male,176.3,177.8,81.9,84.84573502722323,19,1
12207,Male,176.8,180.34,61.8,61.25226860254083,20,1
12208,Male,183.4,187.96,73.2,79.4010889292196,19,1
12214,Male,176.7,182.88,68.2,72.59528130671505,20,1
12224,Male,184.4,185.42000000000002,91,91.65154264972776,21,1
12232,Male,185.9,187.96,79.5,86.20689655172413,20,1
12235,Male,174,175.26,85.9,86.20689655172413,20,1
12243,Male,170.4,170.18,69.4,69.41923774954627,19,1
12244,Male,180.7,182.88,107.5,110.70780399274047,21,1
12247,Male,171.8,172.72,65.7,65.78947368421052,18,1
12253,Male,175,175.26,69,72.59528130671505,19,1
12258,Male,171.6,175.26,70,72.59528130671505,36,6
12261,Male,177,180.34,84.2,83.93829401088928,31,1
12265,Male,186.5,190.5,94.9,95.28130671506351,21,2
12269,Male,175.9,177.8,71.5,70.32667876588022,20,1
12288,Male,192.6,193.04,101,102.08711433756805,29,2
12292,Male,170.5,175.26,70,77.13248638838475,27,8
12297,Male,178.1,180.34,82.5,81.66969147005445,24,3
12301,Male,176.6,182.88,81,79.4010889292196,22,1
12303,Male,181.4,182.88,80.7,80.7622504537205,22,1
12304,Male,183,187.96,81.9,81.66969147005445,21,1
12311,Male,173.8,177.8,68.4,65.78947368421052,19,1
12317,Male,186.8,190.5,90.4,93.46642468239564,23,3
12318,Male,166.8,167.64000000000001,90.6,90.74410163339383,37,1
12319,Male,185.3,187.96,109.4,113.43012704174228,39,2
12320,Male,157.1,160.02,77.4,76.22504537205081,29,3
12321,Male,172.3,177.8,90.4,88.47549909255898,21,1
12337,Male,182.9,185.42000000000002,99.2,93.01270417422867,29,1
12338,Male,169.6,175.26,77.7,77.13248638838475,31,1
